id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,listing_type,price_usd,price_per_sqft_usd
S037710,2020-10-27,Arabian Ranches,Arabian Ranches,25.05186,55.26082,villa,5BR_villa,5,3594,333.9,BurJuman (G),Green,98,16.22,secondary_sale,747900,208
S037711,2020-11-02,Jumeirah Golf Estates,JGE,25.01831,55.194,villa,6BR_villa,6,9176,852.5,Dubai Internet City,Red,43,21.48,secondary_sale,2079200,227
S037712,2025-05-05,Dubai South,Dubai South,24.89409,55.16417,apartment,studio,0,430,39.9,Al Qiyadah,Red,187,35.49,secondary_sale,73700,172
S037713,2024-04-06,The Springs,Emirates Living,25.04183,55.1936,villa,5BR_villa,5,6174,573.6,UAE Pavilion,Red,26,19.1,secondary_sale,2549800,413
S037714,2023-06-25,Jumeirah Village Circle,JVC,25.05629,55.20422,apartment,3BR,3,1795,166.8,Discovery Gardens,Red,32,17.19,secondary_sale,556700,310
S037715,2022-06-29,Green Community,DIP,25.00224,55.16848,villa,6BR_villa,6,6061,563.1,Dubai Investment Park,Red,14,24.16,secondary_sale,1456000,240
S037716,2021-08-20,Dubai Production City,IMPZ,25.03611,55.2244,apartment,1BR,1,809,75.1,Mall of the Emirates,Red,45,18.61,secondary_sale,95600,118
S037717,2025-11-30,Bluewaters Island,Dubai Marina,25.07162,55.115,apartment,1BR,1,889,82.6,Business Bay,Red,78,21.27,secondary_sale,831500,936
S037718,2023-04-06,Al Nahda,Al Nahda,25.28908,55.36674,apartment,3BR,3,1014,94.2,Al Qusais,Green,8,13.81,secondary_sale,291800,288
S037719,2021-05-17,Dubai Sports City,Dubai Sports City,25.03502,55.21552,apartment,1BR,1,702,65.2,Jumeirah Golf Estates,Red,24,18.98,secondary_sale,83000,118
S037720,2024-03-05,Jumeirah Islands,Emirates Living,25.05492,55.16418,villa,4BR_villa,4,2632,244.5,Mall of the Emirates,Red,35,19.32,secondary_sale,1962700,746
S037721,2021-04-20,International City,International City,25.15639,55.41969,apartment,3BR,3,2091,194.3,BurJuman (G),Green,66,15.31,secondary_sale,211300,101
S037722,2025-06-23,Arabian Ranches 2,Arabian Ranches,25.04328,55.25449,villa,3BR_villa,3,2488,231.1,Burj Khalifa/Dubai Mall,Red,71,17.23,secondary_sale,1370300,551
S037723,2020-11-15,Jumeirah Park,Emirates Living,25.06932,55.20499,villa,4BR_villa,4,4043,375.6,Jumeirah Golf Estates,Red,18,15.84,secondary_sale,1411700,349
S037724,2022-12-11,City Walk,Al Wasl,25.21132,55.25984,apartment,1BR,1,747,69.4,Al Jafiliya,Red,19,2.15,secondary_sale,647900,867
S037725,2022-06-26,Mira,Reem,25.05021,55.26296,villa,4BR_villa,4,3979,369.6,Al Karama,Red,101,16.39,secondary_sale,1082900,272
S037726,2025-02-05,Jumeirah Village Triangle,JVT,25.06292,55.19116,apartment,1BR,1,604,56.1,Noor Bank,Red,36,17.12,secondary_sale,153900,255
S037727,2023-03-14,Green Community,DIP,25.00667,55.17102,villa,4BR_villa,4,5358,497.8,Dubai Investment Park,Red,9,23.61,secondary_sale,1324500,247
S037728,2025-04-15,Al Barsha South,Al Barsha,25.0627,55.21936,apartment,studio,0,561,52.1,Discovery Gardens,Red,40,15.95,secondary_sale,173500,310
S037729,2022-06-01,DIFC,DIFC,25.20928,55.2766,villa,4BR_villa,4,2377,220.8,Burj Khalifa/Dubai Mall,Red,19,1.36,secondary_sale,1919200,807
S037730,2021-04-15,Dubai Studio City,Dubai Studio City,25.03891,55.22601,apartment,2BR,2,1109,103.1,Dubai Airport Free Zone,Green,128,18.26,secondary_sale,132400,119
S037731,2024-08-12,Damac Hills 2,Damac Hills,24.97049,55.29221,villa,5BR_villa,5,4636,430.7,Al Furjan,Red,72,25.27,secondary_sale,1576900,340
S037732,2023-06-29,Jumeirah Golf Estates,JGE,25.01264,55.15953,villa,5BR_villa,5,6141,570.5,MRT-1,Red,26,23.56,secondary_sale,2702800,440
S037733,2020-04-16,Jumeirah 1,Jumeirah,25.23973,55.25206,apartment,2BR,2,1618,150.3,Oud Metha,Green,29,5.24,secondary_sale,784800,485
S037734,2022-04-11,Karama,Bur Dubai,25.23812,55.31605,apartment,2BR,2,1188,110.4,BurJuman,Red,16,6.19,secondary_sale,305500,257
S037735,2025-12-06,Mirdif,Mirdif,25.22428,55.45653,villa,4BR_villa,4,3833,356.1,Etisalat,Green,35,18.57,secondary_sale,1088100,284
S037736,2021-12-29,International City,International City,25.1634,55.42961,apartment,1BR,1,843,78.3,Etisalat,Green,54,16.06,secondary_sale,74700,89
S037737,2022-03-03,Dubai Festival City,Festival City,25.21271,55.36144,apartment,studio,0,406,37.7,Creek,Green,5,8.92,secondary_sale,189400,466
S037738,2022-08-28,The Views,The Greens,25.11034,55.19247,apartment,1BR,1,865,80.4,Mashreq Bank,Red,11,12.7,secondary_sale,447700,517
S037739,2024-04-28,La Mer,Jumeirah,25.22361,55.27307,villa,4BR_villa,4,4184,388.7,Max,Red,17,2.94,secondary_sale,5185800,1240
S037740,2026-02-08,Al Mamzar,Al Mamzar,25.30251,55.35891,apartment,3BR,3,2413,224.2,Al Qiyadah,Red,10,14.47,secondary_sale,925000,383
S037741,2022-09-06,The Greens,The Greens,25.10297,55.20121,apartment,1BR,1,727,67.5,Dubai Internet City,Red,2,12.81,secondary_sale,273200,376
S037742,2026-04-19,Tilal Al Ghaf,Tilal Al Ghaf,25.01574,55.26848,villa,6BR_villa,6,7450,692.1,Al Qiyadah (G),Green,132,20.19,secondary_sale,2671100,359
S037743,2025-10-04,Dubai Sports City,Dubai Sports City,25.04762,55.22722,apartment,studio,0,498,46.3,Al Furjan,Red,35,17.3,secondary_sale,114600,230
S037744,2020-01-10,Dubai Sports City,Dubai Sports City,25.03858,55.21927,apartment,1BR,1,718,66.7,Jumeirah Golf Estates,Red,28,18.49,secondary_sale,97500,136
S037745,2025-01-08,The Greens,The Greens,25.10706,55.16091,apartment,studio,0,421,39.1,Dubai Internet City,Red,2,15.2,secondary_sale,245400,583
S037746,2024-11-26,Tilal Al Ghaf,Tilal Al Ghaf,25.027,55.26522,villa,3BR_villa,3,3145,292.2,Expo 2020,Red,56,18.95,secondary_sale,1392900,443
S037747,2020-08-13,Dubai Marina,Dubai Marina,25.06659,55.13384,apartment,3BR,3,1516,140.9,Discovery Gardens,Red,21,20.28,secondary_sale,740000,488
S037748,2023-04-04,Al Barsha South,Al Barsha,25.07598,55.20031,apartment,2BR,2,1115,103.6,Mashreq Bank,Red,27,15.41,secondary_sale,294800,264
S037749,2026-03-02,Arabian Ranches 3,Arabian Ranches,25.05825,55.29265,villa,5BR_villa,5,3669,340.9,Dubai Internet City,Red,54,15.56,secondary_sale,1691800,461
S037750,2025-05-18,Majan,Dubailand,25.07636,55.2637,apartment,1BR,1,691,64.2,Stadium,Red,112,13.48,secondary_sale,141400,205
S037751,2024-04-07,Business Bay,Business Bay,25.18453,55.27471,apartment,1BR,1,778,72.3,Jebel Ali,Red,100,1.41,secondary_sale,440900,567
S037752,2021-11-12,Madinat Jumeirah Living,Jumeirah,25.13514,55.18223,apartment,3BR,3,1795,166.8,Jebel Ali,Red,69,11.56,secondary_sale,973300,542
S037753,2020-02-17,Umm Suqeim,Jumeirah,25.14506,55.19453,villa,6BR_villa,6,6620,615.0,UAE Exchange,Red,96,9.91,secondary_sale,3902600,590
S037754,2025-05-28,Jebel Ali,Jebel Ali,25.00819,55.10004,apartment,1BR,1,901,83.7,Danube,Red,17,27.39,secondary_sale,163300,181
S037755,2024-06-11,Damac Hills 2,Damac Hills,24.96331,55.29457,villa,6BR_villa,6,7587,704.8,Ibn Battuta,Red,83,26.09,secondary_sale,1472200,194
S037756,2023-02-18,City Walk,Al Wasl,25.19683,55.27723,apartment,2BR,2,1275,118.4,Al Ras,Green,33,0.29,secondary_sale,1142400,896
S037757,2022-03-13,Dubai Harbour,Dubai Marina,25.0923,55.14192,apartment,4BR_penthouse,4,3193,296.6,First Abu Dhabi Bank,Red,49,17.72,secondary_sale,1743500,546
S037758,2020-08-05,The Lakes,Emirates Living,25.05261,55.19039,villa,4BR_villa,4,4931,458.1,Al Furjan,Red,24,18.17,secondary_sale,1536700,312
S037759,2022-10-12,Umm Suqeim,Jumeirah,25.15341,55.21719,villa,4BR_villa,4,4123,383.0,First Abu Dhabi Bank,Red,18,7.54,secondary_sale,2857100,693
S037760,2024-10-06,Damac Hills,Damac Hills,25.02139,55.26803,apartment,2BR,2,1274,118.3,Jumeirah Golf Estates,Red,43,19.56,secondary_sale,403300,317
S037761,2024-03-25,Dubai Investment Park,DIP,24.9869,55.19033,apartment,4BR_penthouse,4,2523,234.4,Energy,Red,42,24.87,secondary_sale,457500,181
S037762,2023-09-03,Arabian Ranches,Arabian Ranches,25.05581,55.27849,villa,4BR_villa,4,3213,298.5,UAE Exchange,Red,90,15.73,secondary_sale,1758400,547
S037763,2022-12-03,Umm Suqeim,Jumeirah,25.15193,55.21506,villa,5BR_villa,5,4541,421.9,Noor Bank,Red,16,7.81,secondary_sale,3188200,702
S037764,2025-01-26,Sobha Hartland,MBR City,25.17959,55.27889,apartment,1BR,1,696,64.6,Al Ghubaiba,Green,35,2.01,secondary_sale,383800,552
S037765,2024-01-16,Jumeirah 2,Jumeirah,25.21384,55.27139,apartment,1BR,1,775,72.0,Creek,Green,49,1.87,secondary_sale,701100,904
S037766,2024-07-09,Dubai Hills Estate,Mohammed Bin Rashid,25.10461,55.25161,apartment,1BR,1,619,57.5,Mall of the Emirates,Red,21,10.55,secondary_sale,302100,488
S037767,2021-01-19,Motor City,Motor City,25.05856,55.24069,apartment,1BR,1,792,73.6,Mashreq Bank,Red,42,15.78,secondary_sale,135900,172
S037768,2022-05-05,Jumeirah Golf Estates,JGE,25.00927,55.19386,villa,4BR_villa,4,5097,473.5,Burj Khalifa/Dubai Mall,Red,98,22.42,secondary_sale,1983100,389
S037769,2023-10-18,Al Furjan,Al Furjan,25.04967,55.16119,apartment,studio,0,504,46.8,Jebel Ali,Red,15,19.98,secondary_sale,165000,328
S037770,2020-10-04,Al Furjan,Al Furjan,25.03789,55.1569,apartment,1BR,1,924,85.9,Al Furjan,Red,3,21.3,secondary_sale,173100,187
S037771,2022-12-22,Dubai Festival City,Festival City,25.22479,55.3528,apartment,1BR,1,776,72.1,Creek,Green,7,8.46,secondary_sale,311800,402
S037772,2022-10-19,Dubailand,Dubailand,25.03055,55.31426,apartment,studio,0,502,46.6,Dubai Internet City,Red,67,18.96,secondary_sale,70100,140
S037773,2024-06-15,Pearl Jumeira,Jumeirah,25.22055,55.24073,villa,3BR_villa,3,3114,289.3,Emirates Towers,Red,20,4.27,secondary_sale,4684400,1504
S037774,2026-02-04,Dubai Marina,Dubai Marina,25.07583,55.13869,apartment,2BR,2,1395,129.6,Jebel Ali,Red,39,19.2,secondary_sale,827700,593
S037775,2024-06-19,Jumeirah Golf Estates,JGE,25.02117,55.16928,villa,4BR_villa,4,5757,534.9,Al Ghubaiba,Green,122,22.25,secondary_sale,2484000,431
S037776,2020-05-01,Discovery Gardens,Discovery Gardens,25.04091,55.14388,apartment,studio,0,477,44.3,Al Furjan,Red,21,21.79,secondary_sale,52700,110
S037777,2025-05-30,Al Barsha South,Al Barsha,25.0833,55.20234,apartment,2BR,2,1343,124.8,Noor Bank,Red,29,14.59,secondary_sale,276500,206
S037778,2022-05-23,Reem Mira,Reem,25.02121,55.29841,villa,3BR_villa,3,2074,192.7,First Abu Dhabi Bank,Red,48,19.72,secondary_sale,407000,196
S037779,2022-12-15,Living Legends,Dubailand,25.07952,55.28881,apartment,1BR,1,715,66.4,Centrepoint,Red,97,13.17,secondary_sale,189300,265
S037780,2023-04-11,Palm Jumeirah,Palm Jumeirah,25.10511,55.13947,apartment,studio,0,557,51.7,Dubai Internet City,Red,24,17.01,secondary_sale,714600,1284
S037781,2023-12-30,Maritime City,Maritime City,25.26444,55.25397,apartment,2BR,2,1311,121.8,Etisalat,Green,52,7.75,secondary_sale,637800,487
S037782,2020-08-05,Jumeirah Golf Estates,JGE,24.99804,55.18142,villa,6BR_villa,6,8547,794.0,Discovery Gardens,Red,29,24.04,secondary_sale,2214600,259
S037783,2026-01-17,The Meadows,Emirates Living,25.05103,55.16811,villa,3BR_villa,3,2592,240.8,Jumeirah Golf Estates,Red,15,19.46,secondary_sale,1585900,612
S037784,2021-09-30,Discovery Gardens,Discovery Gardens,25.02852,55.14587,apartment,1BR,1,700,65.1,Jebel Ali,Red,25,22.79,secondary_sale,91200,130
S037785,2020-07-27,The Greens,The Greens,25.09478,55.17695,apartment,3BR,3,1267,117.7,Dubai Internet City,Red,3,15.03,secondary_sale,253300,200
S037786,2023-12-11,Jumeirah Golf Estates,JGE,25.0149,55.17509,villa,3BR_villa,3,3099,287.9,Jebel Ali,Red,26,22.6,secondary_sale,1397300,451
S037787,2023-06-01,Jumeirah Park,Emirates Living,25.05522,55.17041,villa,4BR_villa,4,3027,281.2,UAE Pavilion,Red,23,18.94,secondary_sale,1405000,464
S037788,2022-06-19,Jumeirah Village Triangle,JVT,25.0566,55.18352,apartment,1BR,1,646,60.0,Jumeirah Golf Estates,Red,22,18.11,secondary_sale,151200,234
S037789,2023-12-24,Living Legends,Dubailand,25.0805,55.31466,apartment,1BR,1,849,78.9,Dubai Internet City,Red,54,13.59,secondary_sale,258200,304
S037790,2023-06-15,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11883,55.396,apartment,2BR,2,1125,104.5,First Abu Dhabi Bank,Red,69,15.02,secondary_sale,231200,206
S037791,2021-06-21,Deira,Deira,25.286,55.31412,apartment,2BR,2,1177,109.3,BurJuman,Red,16,10.65,secondary_sale,177500,151
S037792,2022-07-26,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17183,55.31543,apartment,2BR,2,1511,140.4,Al Nahda,Red,71,5.0,secondary_sale,612600,405
S037793,2024-07-30,Deira,Deira,25.27664,55.3013,apartment,1BR,1,735,68.2,Union,Red,4,9.24,secondary_sale,163300,222
S037794,2025-12-25,Jumeirah 1,Jumeirah,25.2273,55.26056,apartment,3BR,3,1642,152.5,World Trade Centre,Red,18,3.63,secondary_sale,1634600,996
S037795,2025-02-08,Bluewaters Island,Dubai Marina,25.0924,55.14663,apartment,1BR,1,739,68.7,MRT-1,Red,24,17.36,secondary_sale,741400,1003
S037796,2026-02-25,Al Furjan,Al Furjan,25.04464,55.15102,apartment,2BR,2,633,58.8,MRT-1,Red,11,21.03,secondary_sale,151200,239
S037797,2021-05-17,Al Barsha,Al Barsha,25.11523,55.19292,apartment,2BR,2,1146,106.5,Mall of the Emirates,Red,13,12.26,secondary_sale,294300,257
S037798,2020-08-21,Sobha Hartland,MBR City,25.18394,55.30539,apartment,2BR,2,1128,104.8,Abu Baker Al Siddique (G),Green,52,3.45,secondary_sale,444100,394
S037799,2022-11-28,Remraam,Dubailand,25.00674,55.25828,apartment,studio,0,522,48.5,Dubai Investment Park,Red,38,21.24,secondary_sale,67000,128
S037800,2023-11-30,Bluewaters Island,Dubai Marina,25.07727,55.12038,apartment,1BR,1,692,64.3,Union (G),Green,117,20.45,secondary_sale,597300,863
S037801,2021-05-30,Dubai South,Dubai South,24.91473,55.1788,villa,3BR_villa,3,2651,246.3,MRT-1,Red,63,32.85,secondary_sale,209100,79
S037802,2021-02-07,Remraam,Dubailand,25.00608,55.25465,apartment,1BR,1,621,57.7,Stadium,Red,141,21.34,secondary_sale,61000,98
S037803,2025-12-21,Town Square,Nshama,25.01359,55.26711,apartment,2BR,2,1200,111.5,Palm Deira,Green,115,20.43,secondary_sale,259400,216
S037804,2024-03-25,Motor City,Motor City,25.05478,55.2348,apartment,2BR,2,1535,142.6,Jumeirah Golf Estates,Red,37,16.33,secondary_sale,436700,285
S037805,2024-10-04,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.14359,55.32329,apartment,studio,0,489,45.4,Burj Khalifa/Dubai Mall,Red,28,7.73,secondary_sale,299500,612
S037806,2021-05-16,Town Square,Nshama,25.00674,55.27526,apartment,2BR,2,1308,121.5,Al Furjan,Red,53,21.18,secondary_sale,159600,122
S037807,2023-04-01,Dubailand,Dubailand,25.02772,55.29707,villa,4BR_villa,4,4840,449.6,Mall of the Emirates,Red,65,18.98,secondary_sale,806300,167
S037808,2024-01-22,Mirdif,Mirdif,25.21752,55.42601,villa,6BR_villa,6,4918,456.9,Stadium,Red,44,15.42,secondary_sale,1262400,257
S037809,2026-04-08,Dubai Creek Harbour,Creek,25.19171,55.34038,villa,4BR_villa,4,4353,404.4,Max,Red,31,6.67,secondary_sale,2192500,504
S037810,2024-10-13,Arabian Ranches,Arabian Ranches,25.05633,55.29216,villa,5BR_villa,5,5086,472.5,Salah Al Din,Red,107,15.77,secondary_sale,2652200,521
S037811,2026-04-26,Bluewaters Island,Dubai Marina,25.08046,55.10137,apartment,2BR,2,1128,104.8,Sharaf DG,Red,36,21.72,secondary_sale,1051600,933
S037812,2020-09-10,Dubai Production City,IMPZ,25.02262,55.2158,apartment,studio,0,509,47.3,ADCB,Red,112,20.29,secondary_sale,46900,92
S037813,2021-02-17,Mirdif,Mirdif,25.21327,55.41655,villa,3BR_villa,3,2856,265.3,Emirates Towers,Red,63,14.41,secondary_sale,456500,160
S037814,2026-03-18,Downtown Dubai,Downtown,25.19625,55.27124,apartment,2BR,2,1132,105.1,Business Bay,Red,14,0.33,secondary_sale,1328200,1174
S037815,2023-03-25,Dubai Marina,Dubai Marina,25.07475,55.13561,apartment,1BR,1,778,72.3,Jumeirah Golf Estates,Red,34,19.51,secondary_sale,414600,533
S037816,2023-08-31,Al Barsha South,Al Barsha,25.0744,55.22795,apartment,1BR,1,798,74.1,Jebel Ali,Red,48,14.43,secondary_sale,218400,274
S037817,2021-04-27,Al Reem,Arabian Ranches,25.05116,55.25732,villa,4BR_villa,4,3558,330.5,World Trade Centre,Red,87,16.33,secondary_sale,1138400,320
S037818,2026-03-20,Discovery Gardens,Discovery Gardens,25.03805,55.18109,apartment,studio,0,432,40.2,Jumeirah Golf Estates,Red,18,20.04,secondary_sale,85700,198
S037819,2024-08-01,Jumeirah 2,Jumeirah,25.22145,55.25712,apartment,1BR,1,743,69.0,Al Ras,Green,35,3.21,secondary_sale,550800,742
S037820,2025-07-27,World Islands,World Islands,25.22224,55.16761,apartment,2BR,2,1532,142.4,Al Nahda (G),Green,94,11.1,secondary_sale,1422100,928
S037821,2023-02-23,Discovery Gardens,Discovery Gardens,25.04764,55.1547,apartment,1BR,1,773,71.8,Discovery Gardens,Red,10,20.54,secondary_sale,159400,206
S037822,2020-04-14,Karama,Bur Dubai,25.22941,55.30291,apartment,3BR,3,1828,169.9,Emirates Towers,Red,19,4.59,secondary_sale,292200,160
S037823,2021-03-20,Dubai Festival City,Festival City,25.21668,55.37728,apartment,2BR,2,1334,124.0,Dubai Healthcare City,Green,17,10.57,secondary_sale,323900,243
S037824,2023-06-07,Umm Suqeim,Jumeirah,25.15877,55.20112,villa,3BR_villa,3,1978,183.8,Noor Bank,Red,19,8.52,secondary_sale,2020100,1021
S037825,2021-02-10,Tilal Al Ghaf,Tilal Al Ghaf,25.00163,55.26993,villa,4BR_villa,4,3747,348.1,Mashreq Bank,Red,57,21.75,secondary_sale,778600,208
S037826,2026-02-25,Jumeirah Park,Emirates Living,25.06064,55.17414,villa,6BR_villa,6,7790,723.7,MRT-1,Red,20,18.23,secondary_sale,4139900,531
S037827,2020-11-01,Dubai Investment Park,DIP,24.99889,55.19108,apartment,studio,0,604,56.1,Dubai Investment Park,Red,20,23.59,secondary_sale,77000,127
S037828,2024-08-24,Dubai Studio City,Dubai Studio City,25.04474,55.2315,apartment,studio,0,489,45.5,Business Bay,Red,70,17.49,secondary_sale,99300,203
S037829,2023-12-25,Tilal Al Ghaf,Tilal Al Ghaf,25.01378,55.26439,villa,5BR_villa,5,5166,480.0,Dubai Internet City,Red,54,20.42,secondary_sale,2245200,435
S037830,2024-05-18,Dubai South,Dubai South,24.91263,55.13697,villa,3BR_villa,3,2553,237.2,Abu Hail,Red,189,34.54,secondary_sale,393000,154
S037831,2023-04-10,Karama,Bur Dubai,25.23539,55.31564,apartment,1BR,1,849,78.9,BurJuman (G),Green,15,5.94,secondary_sale,223700,263
S037832,2024-04-12,World Islands,World Islands,25.2163,55.161,apartment,3BR,3,2354,218.7,Creek,Green,84,11.6,secondary_sale,3027400,1286
S037833,2026-03-14,Madinat Jumeirah Living,Jumeirah,25.1334,55.18885,villa,5BR_villa,5,3812,354.2,Union (G),Green,81,11.16,secondary_sale,3420500,897
S037834,2023-12-18,Town Square,Nshama,25.01908,55.27916,apartment,1BR,1,731,67.9,BurJuman,Red,115,19.81,secondary_sale,155300,212
S037835,2024-11-22,Mudon,Dubailand,25.03687,55.25915,villa,4BR_villa,4,4474,415.7,Mashreq Bank,Red,48,17.89,secondary_sale,1876700,419
S037836,2025-04-25,Bulgari Resort,Jumeirah Bay,25.20448,55.25693,apartment,3BR,3,2017,187.4,BurJuman (G),Green,31,1.94,secondary_sale,6010600,2980
S037837,2022-08-12,Jumeirah 2,Jumeirah,25.2106,55.21565,apartment,3BR,3,1843,171.2,Business Bay,Red,24,6.1,secondary_sale,1038200,563
S037838,2023-12-04,Damac Hills 2,Damac Hills,24.94545,55.28897,villa,4BR_villa,4,3565,331.2,Dubai Investment Park,Red,58,28.03,secondary_sale,689600,193
S037839,2023-11-01,Dubai Sports City,Dubai Sports City,25.04659,55.2341,apartment,studio,0,433,40.2,Dubai Internet City,Red,40,17.23,secondary_sale,110900,256
S037840,2023-02-28,Jumeirah Islands,Emirates Living,25.05103,55.145,villa,4BR_villa,4,4794,445.4,Mall of the Emirates,Red,41,20.83,secondary_sale,2239200,467
S037841,2022-01-29,Al Barsha,Al Barsha,25.09771,55.2087,villa,5BR_villa,5,4722,438.7,Mall of the Emirates,Red,14,12.89,secondary_sale,1542400,327
S037842,2022-04-29,Bur Dubai,Bur Dubai,25.26562,55.30705,apartment,2BR,2,1081,100.4,Palm Deira,Green,10,8.29,secondary_sale,270300,250
S037843,2024-06-30,Dubai Studio City,Dubai Studio City,25.03933,55.2295,apartment,1BR,1,821,76.2,Creek,Green,101,18.13,secondary_sale,188600,230
S037844,2021-11-18,Al Barsha,Al Barsha,25.11331,55.18524,apartment,1BR,1,944,87.7,Sharaf DG,Red,9,12.94,secondary_sale,236800,251
S037845,2024-10-17,Sustainable City,Sustainable City,24.98808,55.29188,villa,4BR_villa,4,3697,343.5,Burj Khalifa/Dubai Mall,Red,102,23.32,secondary_sale,1184400,320
S037846,2026-03-14,Karama,Bur Dubai,25.24701,55.29818,apartment,2BR,2,1141,106.0,BurJuman (G),Green,14,6.03,secondary_sale,417200,366
S037847,2022-03-15,Mirdif,Mirdif,25.21051,55.42142,villa,3BR_villa,3,2963,275.2,Salah Al Din,Red,50,14.87,secondary_sale,631000,213
S037848,2025-05-24,Jumeirah 3,Jumeirah,25.21714,55.22677,apartment,3BR,3,1891,175.6,Al Karama,Red,41,5.28,secondary_sale,1404600,743
S037849,2023-12-13,Town Square,Nshama,25.00415,55.26377,apartment,1BR,1,750,69.7,Jumeirah Golf Estates,Red,47,21.49,secondary_sale,121500,162
S037850,2022-03-19,Falcon City of Wonders,Dubailand,25.02547,55.29117,apartment,3BR,3,1348,125.2,Expo 2020,Red,80,19.17,secondary_sale,291300,216
S037851,2021-08-06,Al Mamzar,Al Mamzar,25.30496,55.3491,apartment,1BR,1,595,55.3,Al Qiyadah (G),Green,10,14.14,secondary_sale,134600,226
S037852,2022-02-25,Al Nahda,Al Nahda,25.29495,55.37674,apartment,3BR,3,1990,184.9,Al Nahda (G),Green,8,14.97,secondary_sale,423500,213
S037853,2020-06-20,The Springs,Emirates Living,25.03976,55.1798,villa,4BR_villa,4,1820,169.1,Discovery Gardens,Red,21,19.93,secondary_sale,510700,281
S037854,2021-02-04,The Greens,The Greens,25.11755,55.15088,apartment,2BR,2,1261,117.2,Mashreq Bank,Red,12,15.26,secondary_sale,297800,236
S037855,2023-02-19,Jumeirah Village Triangle,JVT,25.05605,55.19374,apartment,2BR,2,1286,119.4,Sharaf DG,Red,28,17.67,secondary_sale,324500,252
S037856,2022-09-03,The Greens,The Greens,25.1006,55.18996,apartment,studio,0,461,42.9,Dubai Internet City,Red,2,13.7,secondary_sale,187900,407
S037857,2022-07-16,Bukadra,Bukadra,25.1764,55.33418,apartment,1BR,1,518,48.1,Dubai Healthcare City,Green,30,6.44,secondary_sale,161200,311
S037858,2023-10-14,Downtown Dubai,Downtown,25.19496,55.2694,apartment,3BR,3,1792,166.4,Burj Khalifa/Dubai Mall,Red,6,0.56,secondary_sale,2256100,1259
S037859,2025-03-08,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.1691,55.31236,apartment,studio,0,500,46.5,Al Jadaf,Green,36,4.93,secondary_sale,276500,553
S037860,2021-01-14,Emirates Hills,Emirates Hills,25.04815,55.16144,villa,4BR_villa,4,3601,334.6,Sharaf DG,Red,33,20.1,secondary_sale,2313100,642
S037861,2024-11-04,Sustainable City,Sustainable City,24.98367,55.27667,villa,4BR_villa,4,1259,117.0,Jumeirah Golf Estates,Red,58,23.74,secondary_sale,399000,317
S037862,2025-12-29,Green Community,DIP,24.99565,55.16458,villa,3BR_villa,3,2321,215.6,Dubai Investment Park,Red,15,24.99,secondary_sale,908900,392
S037863,2025-11-21,Sustainable City,Sustainable City,24.97645,55.2829,villa,3BR_villa,3,2438,226.5,Discovery Gardens,Red,70,24.56,secondary_sale,914600,375
S037864,2021-03-14,Motor City,Motor City,25.05357,55.23671,apartment,2BR,2,618,57.4,Noor Bank,Red,44,16.42,secondary_sale,90000,146
S037865,2025-10-14,Jebel Ali,Jebel Ali,25.02117,55.11059,apartment,1BR,1,873,81.1,Discovery Gardens,Red,28,25.6,secondary_sale,194500,223
S037866,2020-01-24,Tilal Al Ghaf,Tilal Al Ghaf,25.01282,55.2413,villa,5BR_villa,5,4637,430.8,Discovery Gardens,Red,51,20.77,secondary_sale,829200,179
S037867,2020-06-16,Town Square,Nshama,25.01539,55.26932,apartment,3BR,3,1593,148.0,Etisalat,Green,125,20.22,secondary_sale,154500,97
S037868,2020-08-27,Al Nahda,Al Nahda,25.30895,55.36493,apartment,1BR,1,661,61.4,Stadium (G),Green,4,15.4,secondary_sale,90700,137
S037869,2023-05-06,Dubailand,Dubailand,25.01799,55.28846,apartment,2BR,2,1517,140.9,Stadium (G),Green,126,19.98,secondary_sale,290300,191
S037870,2023-09-10,Downtown Dubai,Downtown,25.19207,55.29364,apartment,2BR,2,1284,119.3,Burj Khalifa/Dubai Mall,Red,7,2.02,secondary_sale,1153600,898
S037871,2024-04-16,Madinat Jumeirah Living,Jumeirah,25.13518,55.19762,apartment,4BR_penthouse,4,3462,321.6,Noor Bank,Red,19,10.36,secondary_sale,2802000,809
S037872,2022-11-01,Dubai Investment Park,DIP,24.99766,55.18533,apartment,2BR,2,1285,119.4,Al Furjan,Red,27,23.93,secondary_sale,222800,173
S037873,2021-12-13,Dubai Investment Park,DIP,25.00081,55.17235,apartment,1BR,1,716,66.5,Dubai Investment Park,Red,20,24.14,secondary_sale,83400,117
S037874,2024-12-18,Al Reem,Arabian Ranches,25.06423,55.28708,villa,3BR_villa,3,2828,262.7,Business Bay,Red,66,14.84,secondary_sale,1117000,395
S037875,2021-04-26,Maritime City,Maritime City,25.24904,55.24705,apartment,1BR,1,661,61.4,ADCB,Red,28,6.39,secondary_sale,192400,291
S037876,2020-05-21,City Walk,Al Wasl,25.20608,55.25351,apartment,1BR,1,868,80.6,Emirates Towers,Red,12,2.32,secondary_sale,496400,572
